text,topic,label,source
"hello doctor,.. I ve been masturbating over 10 years.After these years,finally 3 three years back,I found that I lost my stability of my feet.I think this is paralysis of my feet due to irregular positions of masturbation like Indian toilet positioned masturbation..I ve tried allopathy,acupuncture and everything improved my stability only during my treatment period...later on as usual- poor stability of my feet... Can you please help me to get away from this poor stability problem?",general_srh,6,healthcaremagic
Gestational trophoblastic neoplasts may develop after which of the following?,pregnancy,2,afrimedqa
hey i was on diane 35 a couple months ago then i stopped taking it and a few months later being of the pill i have been experiencing a lot of hair loss weight gain and havent got my period in 3 months . could this be because i stopped taking the pill?,puberty,3,healthcaremagic
"I would just like some clarification doc, my boyfriend used a condom during one of our activities, and he removed it and found his release. After his release he wiped off the sperm from his penis and put on another one. After a few more activities, he took it off then put it back again but im not totally sure if it was the other way around and then proceeded to the activity. Will that cause pregnancy? He did not release in the other condom but im afraid that there might have been a little left over after i wiped it off from his penis and might have had some stick to the new one.. Or is that even possible?",contraception,0,healthcaremagic
sir I am 54 working men last 20 year enjoy with wife sex life now erection not getting proper strength one doctor advise thrippil tablet and andriol testocaps blood tested and urine also I am good health no sugar pressuer under 90-146 using one tab covance last 9 months. sir what is my problem what is my solution or continue these medicine life time?,general_srh,6,healthcaremagic
"After cesarean section under general anesthesia, where the baby and placenta are easily delivered, the uterus is noted to be boggy and atonic despite intravenous infusion of oxytocin. All of the following are appropriate agents to use next except ?",general_srh,6,medmcqa
the wife was diagnose with stage 3 ovarian cancer 6 years ago and had a 15 cm tumour removed no the cancer has come back in her vagina and coxxyx bone and I read stage 4 . now the wife has taken the report off me . does it mean it has spread from the ovarian ? where can i find life expectancy chart re this,general_srh,6,healthcaremagic
"hi, i last had my period at the end of july and now i am half way through october and still no period. my last period was just like a quarter size and it was just once and then i didnt have any bleeding after that. i have been very tired lately, have back and shoulder pain,and tender breast (which i only got when i was going to start my period). my boyfriend and i have had unprotected sex but we always tried to be careful, could this mean anything?",puberty,3,healthcaremagic
"I am currently on the birth control pill(Yaz), ive been taking this pill for 5months. I took primolut-n to change my period for 2 days. I had protected sex but the condom slipped out into my vagina (on the second day). I am suppose to take my next new Yaz pill tonight. and i want to know if it is possible to get pregnant because primolut is not bcp, and i want to know if Yaz still has the effect.",contraception,0,healthcaremagic
"good afternoon how are you i made a blood donation to the american red cross at my job ,and came home from work and got a letter in the mail with all the results,the one i am concern about is this one that says hepatitis b core antibodies test and the result is reactive could you clarify it for me thanks.",sti_hiv,1,healthcaremagic
DOC for pregnant females travelling to areas endemic to chloroquine resistant P-falciparum:,pregnancy,2,medmcqa
Which of the following is true regarding relaxation of pelvic joints at term in pregnancy,pregnancy,2,medmcqa
Peripheral most unit for planning of family planning unde RCH programm,contraception,0,adaptllm
"Hi doctors. I m 21 years old. i was admitted last Mar 31,2012 due to abdominal cramps, they thought it was appendicitis but it is not bouncing pain and my appendix was not visualized in the ultrasound. so it was ruled out as UTI. My ultrasound conclusion was, normal sonogram of the liver, gallbladder, common bile duct , pancreas , spleen , abdominal aorta , both kidneys and urinary bladder; non visualized appendix; thin-walled non septated cyst, left ovary consider follicular cyst. Since April 2012, my menstrual cycle takes longer. Before i had only 1-7 days of menstruation but since discharge from the hospital i had almost 1 to 2 weeks of menstruation, 1-4 days of my menstruation is heavy to moderate and it s my normal menstruation while the succeeding days is like moderate bleeding to spotting and it s painless. Can you help me doctors about my condition? Thank you so much.",puberty,3,healthcaremagic
"I have had a kidney transplant for 13 years from my son, after going through Large B cell Lymphoma At MD Andersons lastr year, The first chemo round, I was tested and was found completely clean of cancer, I did 3 more rounds of chemo at thier request, Each time i was set through PEP/CT and found clean, I went last March and Aug 28 to retest, Still nothing found, Also did 28 days of Radiation through Dec 2012, after being back form retesting my transplanted kidney started to leakig or shedding protein, this was found out by my GP s nurse practicianer at my resquest due to abnormal dark urian, I need to see a nephrologist, how do I go about finding a good knowlegable kindey specialist in Sheveport La.",sti_hiv,1,healthcaremagic
Indication for LSCS in an HIV infected pregnant lady:,sti_hiv,1,medmcqa
"i had sex on december 18th directly after my period ended. the condom broke completely and he came inside of me. i went straight from there purchased and took plan b. exactly two weeks later, on january 1st, thinking i was safe i had sex again and he couldnt find the condom after. i just found it today in me, 5 days after. he did not cum. but even if he did not cum, if there is any precum existing in that condom could i get pregnant? what after the chances? and would 6 days be too late to use an emergency contraceptive?",contraception,0,healthcaremagic
"my spouse and I are trying to get pregnant. She is an aircraft mechanic. SHe works around lots of different types of greases, fluids and paints. Should she be avoiding the use of those while we are trying to get pregnant? Once we get pregnant, should she avoid them? Thanks!",pregnancy,2,healthcaremagic
"So, I m an 18 year old female and I would occasionally take an aspirin when I m about to have a panic attack because I would think I m dying of a heart attack . I haven t done it anymore because I noticed that when I went to pee there was pink blood on my tissue . After I had orgasm from masturbating( I m not sexually active) I would go use the bathroom and wipe and there would be pink blood on my tissue. I thought is was spotting. But, at the same time my stomach would hurt but not where it hurts when I m on my period. It hurts and is very uncomfortable up where my breasts are like I m having an ulcer. I m not sure what this is. I ve been looking up ulcers and bleeding ulcers and I m very scared if I have one. I don t know what I should do.",puberty,3,healthcaremagic
hi. me and my husband are trying to get pregnant but the issue is that i have had an irregular period since i was 13 and i have been on birth control pills on and off to regulate my period. if i dont take my birth control pills my period will stay and wont stop. or it wont come at all. i dont know what i should do to begin trying to get pregnant. and i was diagnosed with endemtriosis and i had a laprospic surgery done to remove the tissue that was on the lining of my uterus,puberty,3,healthcaremagic
A 26 years old G2P1L1 at 10 weeks complains of pain abdomen and bleeding per vaginum. On examination products of conception are seen paially extruding through the cervix. What is your diagnosis?,general_srh,6,medmcqa
Me and my girlfriend are wanting a child. We have had sex 3 times in the past 2 weeks. Unprotected. She is also not on birth control. Her period should be coming up soon. Last time it was the 7th. It is now the 29th and the latest we are thinking her period should come is on the 7th of July. What are the chances that she will be pregnant?,contraception,0,healthcaremagic
Hi i am having extremely bad pains on my sides...cant sleep on either side and feel a popping sensation under my left kidney. i have had a copper coil fitted in. It has been 7months was ttold after a screening test that i have pelvic imflammatory disease was given antibiotics but had a bad reaction to them so couldnt compplete the course. I have been in my lower back thinking could it b my kidneys,contraception,0,healthcaremagic
"My menstrual cycle is regular. we are planning to get baby since one year back... we consulted a gynecologist... done all tests. we both are very normal... then doctor gave me some tablets called Cabgolin, then ovashield, then fertisure -F, now m taking nacfil fort along with fertisure -F. these all exercises are done from April 2014.... I want to know what may be the problem with us?",pregnancy,2,healthcaremagic
A mother with 10 weeks pregnancy and who had previously delivered a baby with open neural tube defect which statement is true:,pregnancy,2,medmcqa
The following is a relative contraindication to the use of the combined hormonal contraceptive,contraception,0,afrimedqa
I took azithromycin for 3 days about 4 weeks ago and I am taking the brith control medicine Jolessa. I continued using it while I took the antiobiotic. About 7 days after finishing the azithromycin my husband and I had sex and the only birth control we used was the pull out method. It has been three weeks since that happened and I woke up this morning feeling nauseous. I dont have any other symptoms. Could I be pregnant. I took an over the counter test this morning and it came back negative but I know it may be way too soon to tell. I cant determine when I should take one since I dont get periods while on the pill.,contraception,0,healthcaremagic
"I had an huge ovarian cyst which was 12 cm *13 cm and my doctor removed it laparoscopically in July 2013. after one month, my period starts and she advised me to take femilon for three cycles. but after 3 weeks of 1st cycle, some side effects like nausea, weakness were there and I went for an LFT that showed my SGPT and SGOT were very high and doctor asked me to stop femilon after completing the first cycle. I stopped it and now after 5 days, my period has started. I want to get pregnant and want to know as i have taken femilon for one month, how much time it will take to get pregnant.",pregnancy,2,healthcaremagic
I have heart burn it seems like all the time. my stomack feels tight on top but empty on bottom. I have uncontrollable shaking at times like being cold . When i try to get erection it takes a lot of efforert and hard to climax. Currently i am taken welburtion been on it for to days i have had my thyroid checked and other blood tested. I have no appetite and feel nausa when i make myself eat. i am at my wits end i have been to the doc.3 times and was told it cold be depresstion and anxity but why do i wake up and start to shake and is hard to stop it.,general_srh,6,healthcaremagic
False positive nontreponemal serological test for syphilis are seen in -a) HIV infectionb) Collagen disordersc) Paediatric age groupd) Tuberculosise) Chronic liver disease,sti_hiv,1,medmcqa
My lower left abdomen have cramps. Especially when I carry heavy objects. I am not pregnant. My period is just over. It started right after my period. I don t feel any cramps when I sleep on my left side. It s not a really painful cramp. What do you think this cramp is? Please advice.,puberty,3,healthcaremagic
A method of sterilization that involves exposure to 100degC for 20 minutes on 3 successive days is known as _____,contraception,0,medmcqa
"""What are the treatment options available for HIV-related lung disorders?""",sti_hiv,1,afrimedqa
"Doctor, I herewith attached my wife s follicular scan Reports.As per the first Scan Report she has poly syst ovaries.As per the second Scan Report after taking Medicines And Injuctions,the follicle is in larger size.Also showing utreus as subseptate.Is there any chance for pregnancy and Ovulation?What is subseptate utreus?Please explain. Regards Justine George",pregnancy,2,healthcaremagic
"Hi. I am 32 yrs. old, i am planning to take nordette pfizer today but i am scared something might get wrong bcoz i don t know the right dosage of intake. Last saturday night, may 25 at 11 pm me and my husband had intercourse and i don t want to get pregnant again and i want to be sure. I would like to ask the right intake of nordette. Thanks a lot.",pregnancy,2,healthcaremagic
Most common manifestation of HPV infection in children -,sti_hiv,1,medmcqa
A 34-year-old male undergoes vasectomy. Which of the following is the most frequent immediate complication of this procedure?,contraception,0,medmcqa
"i have this feeling in my chest like something is in there and its kind of difficult for me to breath, it has me coughing but nothings coming up, i am 6 months pregnant, so what should i do? the doctor gave me a chest xray lastnight but couldnt see nothing, what other test shuld i do, they gave me rocephen saying that its a upper respirtory infection, but when i jump out of my sleep i feel numb all over until my blood catches up i guess",pregnancy,2,healthcaremagic
"Aria is a 24-year-old para 1+0 at 14 weeks, she had a preterm birth with neonatal demise in the previous pregnancy. She has had transvaginal cervical scan indicating a cervical length of 2.4 cm. She is informed of risk of preterm labor later during this pregnancy. Regarding her management, which of the following is appropriate?",pregnancy,2,afrimedqa
"hi i m 26 yr old lady married since more than 2 nd a half yrs,,,,still not able 2 conceive i m having PCOD,doctor has put me on fertyl 1st time with 50 mg then 2nd time wid 100 mg then 3rd time wid 150 mg....no result wid d ovulation study now she has put me on fertyl super 200 mg,i just want 2know whether is this helpful or not or im just wasting my time & money....help me im gaining weight also ,,,,dont kno wat 2 do??",pregnancy,2,healthcaremagic
I am a 35yrs old divorced woman. I experienced severe hair loss for which I consulted a doctor and had medication for 6 months. The medicines were KERAGLO FORTE MORR 3% lotion And MINTOP lotion 5% and MAGMA plus. I do not have sex and my menstrual cycle is normal. Kindly advice as to how I can prevent hair loss.,pregnancy,2,healthcaremagic
Hi I had sex with my wife and i was using a condom but unfortunately after my sperm came out it got licked from bottom of the condom..is there any chance of pregnancy..i guess the sperm would flow down instead of passing through fallopian tube..please advise..,contraception,0,healthcaremagic
"Hello, My baby was died 4 days before in 34th week of pregnancy, Doctor told the reason that my baby have some abnormalities i.e. oligohyderamnious, foetal ascites echogenic bowel, cardiomegely associated with pleural fluid and severe foetal anoxia and impending intrauterine growth restriction, and show the growth of 29 weeks in 34 week. how these abnormalities are produce becase in 25 week all things are ok. and no abnormality was seen.",pregnancy,2,healthcaremagic
"i took cryselle birth control now for about a month an days had had no problem doctor perscibed it just for me and my needs, just last week i had pms symptoms and yesterday i threw up but also had sex in the mix of that. now my question is is it the pills or im pregnent",contraception,0,healthcaremagic
"HIV patient presented with diarrhea. On stool examination, following acid fast organisms was seen. What is the drug of choice in this patient",sti_hiv,1,medmcqa
"Im asking this question for my girlfriend and Im pretty sure the answer is no so please dont think me stupid. A few days ago my gf and I had intercourse while using a condom. I went to the restroom and urinated getting some on the seat, sorry I know thats disgusting. I forgot to wipe it up took a shower. An hour later my gf went to the restroom. When out I asked if there was urine on the sat. She said she didnt experience any. Is there any chance of her getting pregnant this way?",contraception,0,healthcaremagic
"Hello, I have doubts concerning the means of infection of the Simplex virus 1. I have Oral Herpes and I am concerned about passing it on throught saliva when kissing someone or sharing a glass, even when the sores are gone and my skin condition is apparently fine. Thank you.",sti_hiv,1,healthcaremagic
"I am 34 weeks pregnant and have had a few issues with skin tags near my genitals, and i recently noticed a larger what seemed to be a skin tag near my anus, and thought nothing of it, but it just tore while i was in the shower and now i am bleeding quite a bit, what should i do?",pregnancy,2,healthcaremagic
"Hi, Ive got a posterior fibroid 4cm. is this located near the cervix?age",general_srh,6,healthcaremagic
The best method of evacuation of a missed aboion in uterus of more than 12 weeks:,general_srh,6,medmcqa
"A patient married for 3 years, unable to conceive, has regular menstrual cyclesHusbands semen analysis is normal and so is his hormonal profile What is the right time in menstrual cycle to do endometrial biopsy for infeility:-",puberty,3,medmcqa
"Hi,I have had my Paraguard IUD x 3 mos now and I am currently on day 2 of my menstrual cycle. All day today I have been experiencing a bear down feeling that I have not experienced prior to today. I decided to check my strings today and noticed that they are much longer than what its supposed to be. Should I be concerned and make an appointment for a check up?",contraception,0,healthcaremagic
"Age;22, female, one c-section,wonder what this could be. i have various symptoms, starting with pain when laying on my stomach, cramping in between last months and this months period, i usually have painful bowel movements and when urinating while on my period, and i also have a question about my leaking breasts. i havent breastfed in over a yr and my beast are leaking wht looks like milk but now its a clear fluid",puberty,3,healthcaremagic
"Hello, im 40 yrs old I was diagnosed of having cervical polyps. Last feb. 25 I got my period when ivicited my ob gyne dr last march 2 she adviced me to take primolut10mg bd for 21 days because she will post me for polypectomy & hesteroscopy and it was done last march 9. Now im still taking primolut as what she adviced. I dont know why im taking this pill for this long period. All I know is to stop the bleeding. Please help me understand the treatment of primolut to my case. By the way im married for 10yrs still trying to to have a baby. We tried infertility treatment before. Is there any relation of primolut treatment to infertility? Thank you very much &more power!!!",pregnancy,2,healthcaremagic
Mr. and Mrs. Annadural have a 2 month old baby suffering with down's syndrome. Karyotype of Mrs. Annadural shows translocation variety of Down syndrome. Which of the following investigation will you advise to the parents before the next pregnancy?,disability_srh,5,medmcqa
"I have a history of Kidney stones, last week I went to my PCP and told him I was still had pain in my right side from the last stone. They Did a Pelvic Xray which did show evidence that I had more stones. He sent me home and told me to drink plenty of water, now that I have my side hurts even more. I called them back today and told them Im having trouble keeping fluids down because I am so sick to my stomach from all ther pain, he called me in a priscription for zofran and methylprednisolone. How is this going to help with my stones? I am in pain now and he gave me something I cant take till tomorrow. What do I do? Im 54 145 lbs and in need for answers",general_srh,6,healthcaremagic
"I have some type of blood problem, yet I do not have anemia , i ve been tested for it. When I sit down for a long period of time, be it driving or using a computer, my legs start to hurt, from lack of circulation. I am now taking Vitimin B12, Iron, Vitimin C pills. What type of tests should I request from a Doctor? I tested for Diabeties, I m good, all types of STD s, still good. I have not seemed to be able to pinpoint the problem, so far. I get sick very easily, when I am around people, and am suseptable to sickness. I do not work much, due to my condition. What kind of tests, should I seek to have that will find all the problems I am living with?",sti_hiv,1,healthcaremagic
"Had sex on 4th and 5th day and on regular dose of contraceptive pills -Will I get pregnant Hi, I am on regular dosage of contraceptive pills (Overall L). My periods begun this month on 17th March. Now I had an unprotected sex on 20th and 21st (I.e. my 4th and 5th day). The periods ended by end of the 5th day. On 7th day, I.e. 23rd March, I started consuming my regular dose of contraceptive pills. What is the chance of getting pregnant. Please reply.",contraception,0,healthcaremagic
"Hi, I m 24 years old, located in Texas, and I work as a vet tech.. I have a few questions to ask. My first is about infertility.. I ve been trying to have a baby and I keep up with my cycle and all but every month I keep getting my period. But my periods have been odd lately. My periods will always start out very very light and the next day will be light to medium then the third day I just kind of spot throughout the day but then I keep spotting for about 5 days after my period ends. My last recent period the very first day the blood was dark brown almost black then the next day it turned into red brown but with my normal flow then the third day I spotted red lightly throughout the day. Then spotted for about 4 or 5 days after. Is something wrong or am I just not fertile.. An also I don t have a lot a money to be spending for expensive doctors",puberty,3,healthcaremagic
"hi im 25 yrs old and my whole life i have never felt any pleasure sensation in my penis during sex, all i feel is the warmth and wetness but no pleasure. I love women so i dont understand, but i will admit that since 12 or 13 yrs old i have masturbated several times daily with no lube just bare hands what can i do or try to change my problem?",general_srh,6,healthcaremagic
"Hi I have a kidney stone and currently under hospital for it however they are just advising me to drink fluids.. I have increased my water intake to 4litres a day and as a result I am visiting the toilet more. In addition I have noticed that the tip of my penis is getting red blotches on it. On the days I dont drink as much water I dont seem to get these but when I ensure I drink regularly I get the blotches back. I am not sexually active at present. I am 36yo male, 5ft 11 and 207lbs",general_srh,6,healthcaremagic
"Hi, may I answer your health queries right now ? Please My 14 year old son has had a sort of lump under each nipple causing him to look like he is developing very small breasts. We have noticed it for a few months, but today he said they felt irritated so he squeezed them a little as if to relieve pressure and some yellowish clear liquid came out. Is this a puberty thing or should I be concerned?",puberty,3,healthcaremagic
"I am suffering menstruation to long period it is stay 10 to 12 days and being with blood clot from 8 to 10 years, after my missed abortion, i did wash out it .after washing first Menstruation from first day being too pain in Left side Lower Abdomen my doctor prescribed me Femilon . my age now 22 years. I have Migration - pain in Head left side it is stoped after vomiting. If I take now Femilon , can it make obstruction to being a Baby in after 10 to 12 month? what kinds have of disadvantages due to take Femilon?",puberty,3,healthcaremagic
The most common site for an ectopic pregnancy is;,pregnancy,2,afrimedqa
Earliest ultrasound sign of pregnancy in a transabdominal ultrasound scan is :,pregnancy,2,medmcqa
"I m 18, on birth control that s making me very nauseas. I ve also been sick lately but for the past couple of days I ve had a hard time breathing , pain under my lungs, blocked sinus and massive headaches with light headed feelings. Is it just an ear infection or should I be more concerned? The cramping feeling below my ribs is starting to scare me.",contraception,0,healthcaremagic
"Hi ,my name is Steven. I am from Singapore .I have been trying for baby nearly 6 years.I been thru medical check . I result shows ,I have low sperm count. Count like 2 to 9 person . My wife went ivf recently.she got pregnant .but the fotues stop heart beat at the 8 week. Please advise.I need help.",pregnancy,2,healthcaremagic
"Hi my son suffers from epilepsy, he was taken off 800mg of epilim chrono as we were told his seizures would proberbly go away once he reaches puberty, the problem is his seizures have returned but he refuses to go back on the medication as it made him very tired and put on weight.",puberty,3,healthcaremagic
"I am a female 24 years old. I took a pregnancy test a few weeks ago and it was positive. I am guessing that I am between 8-10 weeks pregnant. I have my doctor s appointment set for 7-14,2010. I woke up this morning and noticed some bleeding. What should I do?",pregnancy,2,healthcaremagic
"Hello, I was just wondering if taking Ovranette after a condom has split lowers the risk of pregnancy at all? Also if you have taken birth control can you still use the emergency pill? I am 20 years old, height is 5ft 9inches and I am ten and a half stone.",contraception,0,healthcaremagic
"i am a boy of 23 year.i have a very big problem that i have suffering from excess wet dream.i have lost my weight,semen,strenthand memory.i have consulted many docters and specialists .but i could get any permanent solution for it .please guess me ,what is the proper causes of nightfall or wet dream.and please give me solution for it.thanks",puberty,3,healthcaremagic
"I have PCOS and I had a iud implantation I had it removed early July 2015 because before the iud I was on the depo shot and I really wanted to see if I could have a normal period on my own. Also I was TTC I know the odds of having a pregnancy with PCOS are close to impossible without help from doctors. But at the end of October I went to the bathroom and I wiped and there was very lite pink discharge, it happened probably a little over a week after TTC. I took a test and it was negative, and I have no signs of a period coming. After I had the iud taking out I had a very light period in August September and early October. I m just curious if I could be pregnant, I ve been expirencing sore nipples and also my nipples look as if they are turning white on the tips and there are some small bumps also.",contraception,0,healthcaremagic
"Hi, I am 8 month pregnant and in last visit my doctor has given ARG 9 sachet daily- 2 times, ALL 9 tablet - daily 1 time, Combirich- daily 2 times (contain 2 cap. in each dose), high pro powder - daily 2 times and estrafer-XT - daily 2. What is the purpose of ARG 9 and ALL 9 medicine. Isn t these medicines are too much.",pregnancy,2,healthcaremagic
"Hello, not long ago i felt from my bottom belly button, down to the top of my vagina, a sharp pain go down. Quick, straight, no curves, a long with that besides the sharp pain, after i had a really bad cramp, i have irregular periods and hvent gottwn mine its been 2 weeks, i tested on the 1st week it was late, but got a negative result, im going to test again soon but what could it be? I poop and pee well, and i workout",puberty,3,healthcaremagic
"I had unprotected sex on the third of December which is when Im supposed to ovulate but i have really irregular periods. October i had no period November i started the 3th stopped the 7th and started the 22nd of November, Ive been off the pill for three months now",puberty,3,healthcaremagic
All the following antiretroviral drugs produce dyslipidemia except :,sti_hiv,1,medmcqa
actually i m pregnant . 9th month is running.i want to know in which condition the doctor do sigerian operation. my age is 29 year and i want to know you that in my case the doctor had done one time laproscopy.actually 9th month running but still i dont fill labour pain.so i m in worry.,pregnancy,2,healthcaremagic
"hi... i have very less blood flow during menstruation cycle, maybe this because of hormonal balance, i took the medicine ( Ayurveda treatment) then my period was okay, but again after leaving the medicine, the blood flow is reduce..... what to do to make it normal?... i want to know that because of this problem i cant conceive in future?",puberty,3,healthcaremagic
"Hi, the first 3 days of being on my period I get really sharp pains in my lower stomache when I try and have a vowel movement and my stomache feels very sore. I only normally go about once or twice a week anyway which is normal for me but it hurts that much that sometimes cry. I sometimes hold it in until my cycle has finished",puberty,3,healthcaremagic
I have 2 bumps one is on my scrotum it goes from where my testicles end and goes About a finger length up towards my testicles. The other one it right where my leg meets my thigh its not quite as big.I squeezed these two and white pus came out but after it ran out of pus it started bleeding.Please help me I am very scared and embarrassed to tell anyone is there anything I can do to get it to go away,general_srh,6,healthcaremagic
"I have noticed a clear lesion underneath my scrotum. Slight burning, some clear discharge. It appearing two weeks after unprotected sex with a new partner. Is there immediate need to see a professional? Is there a chance it is not a serious STD? Thanks",sti_hiv,1,healthcaremagic
"hello i am a 29 year old woman i just had gallbladder surgery to remove my gallbladder 12 days ago today my husband and i had sex but had discomfort due to a IUD i had inserted a month ago so we decided to try to have anal sex everything was going great but then i started feeling pain on my right-side of my abdomen shortly after that it also started on my left i felt as if my intestine was going to explode i had a lot of pain wear my gallbladder was b4 , can you tell me if i might have caused something to go wrong with my intestine or something around that area ?",contraception,0,healthcaremagic
"My son is 13. He s recently been very tired, wanting to sleep all the time. He says he feels fine, that he s not depressed, etc. He s generally in a great mood, but just unusually tired. My husband thinks he s going through a growth spurt. Should he be seen by his doctor?",puberty,3,healthcaremagic
"Hi I was drunk and my friends took me to Red light area..where i did not have sex, just dancing in the music...but somehow the sex worker pricked me with something...i felt as if it was her nail. Little blood almost negligible came out..but after some time i realised it might be pin or a needle too. So was worried should I go for HIV 4th generation test after 28 days?",sti_hiv,1,healthcaremagic
i have been taking harmonal contraseptive pills from last 3 months in last month i have taken it twice and i m lost my menstrual flow since i start taking pills and now it comes for just 1 day. preiviously it used to be 7 days. And i m gaining weight very fast. i was 42 kg in before 9 months now i m 52 kg i am gaining weight in hips and stomach area. My age is 25.Please advice,puberty,3,healthcaremagic
"I have some cervical spinal stenosis, but every morning I wake up with moderate to severe pain behind my eyes ,sinus passages and sometimes even lower back. The pain is lessened with ibuprophen but sometimes progresses to a full blown migraine. With a 3 year old I am desperate to focus completely on her instead of seeing the world through a cage of pain. Any suggestions?",general_srh,6,healthcaremagic
"After the leep surgery, i lost my libido, before i had regular check ups and coloposcopy. Why did this happen, i am 48 years , i have the mirena iud. i have feeling very bloated, only my abdomen is large i have size 36 waist. why has my waist been increasing so much.",contraception,0,healthcaremagic
"Hi iam 34years. We are trying for a baby for the past 1 year... my periods were regular and my doctor said my ovulation is normal. I had been taking folic acid supplements only. I did foliicular study for about 5 months ina row and everything was normal. Recently my last cycle ended up being an anovulatory cycle. I got my regular periods without any delay. My bleeding was also normal. My husbands reports are normal too. All mu harmonal blood tests were normal, the same month i had anovulation. Is thus possible. What is happening to me?",pregnancy,2,healthcaremagic
My sister is 5 weeks and 5 days pergnency. Her Ultra sound Report Fetal Cardiac activity id seen as 95 BPM she has been to advised to take Proluton Depot injection 500mg every week and complete bed rest this injection have any side effects she had a miscarriage at her first pregrenvy,pregnancy,2,healthcaremagic
"i am 25, 55, 160 lbs, and i was prescribed metrogel for my gardnerella, 3 weeks ago. Then i immediately got a yeast inefction. which ended when i got my period. now 3 days after my period ended, i have a gardnerella infection again. why did it come back?",puberty,3,healthcaremagic
"Could inadequate intimate hygiene, even with the use of a condom, cause discharge?",contraception,0,afrimedqa
"hi, i am 28 weeks pregnant and have had this pain that shoots from the top of my breast on the left side through to my back and i have to breath slowly for about 10minutes and then it goes it has happened before maybe twice, am i having heart spasame? what is it also my doctor wants to test me for systolic murmur il have that at the end of the month, other than that i have had no problems so far alh.",pregnancy,2,healthcaremagic
"i ve got the birth control rod in been 14 months and 2 months ago i went to have it removed all in i ve had 3 failed attempts the last one sed she couldnt see it but i can feel about 2mm of something under my skin im now getting referred to glasgow for a scan does this mean i ll need surgery or another attempt? im very worried and getting pain down around my elbow .. please can u help? thanks, Mandy",contraception,0,healthcaremagic
"i m suffering from multiple issues and symptoms rash on face when in sun, locking of the joints, pain in some bones, when i m going to star menstruating symptoms worsen also get before I start my period swelling in the brain, off balance, dizziness, cant remember things, cant think right, severe pain , kidneys seem to not work I fill up with 10lbs of fluid in my body, kidney pain, inflammation all over including stomach, chest, gums, joints , neck, back, blurred vision, pain in bladder, incontienanceof urine sometimes stool, cant have a bowel movement , heart palpatations, plus more",puberty,3,healthcaremagic
An adolescent child complains of night pain in the knee. It could be due to -,puberty,3,medmcqa
My 12 year old son just told me that he had a blackhead on the shaft of his penis. He squeezed it and showed me what came out. It is a small hard black dot about the size of grain of sand. He said he had it for a month. Is it just a blackhead or something more serious?,general_srh,6,healthcaremagic
"Hi Dr I started duromines 15mg a week ago and I am on the pill contraceptive. I started experiencing stomach cramps for 5 mins and I bled for an hour but then my periods disappeared I am on the white pills which is my expected periods time. I am worried why my periods have disappeared, what could be the reason for this be?Thanks Mittie",contraception,0,healthcaremagic
"Hi i have been experiencing vaginal burning since having a kidney infection in october, i then went onto having vaginal swabs and i was told i had an infection, it wasnt sexually transmitted but needed treating tablets. I believe the infection had been caused by something that is found in feces. However almost two months later the vaginal burning has returned i have been on numourous antibiotics for water infections since and i dont think these have helped in the slightest, i am running out of answerees and am desperate for answers. I havent had any discharge or itching, just burning and discomfort when i wear tight clothing",general_srh,6,healthcaremagic
"Hi , my son is 16and 5ft 9 . Normally fit and well. Not anxious. For 3 weeks has been feeling nauseous , sometimes vomited. Hes had full blood count , urine test and all clear. In the past hes had absence seizures and cluster headaches that hes grown out of. Paediatrician thought they could have been related to brain growth / hormones. In between his episodes of nausea ( 2/3 a day ) he feels well. Could this be due to growth spurt again / testosterone surge ? Thanks",puberty,3,healthcaremagic
"Hi, may I answer your health queries right now ? Please type your query here... Hi i took my 3year old daughter to bed last night and there was a little blood in her knickers and when i went to put her nappy on for bed i could see just inside her vagina and could tell this is where the blood had come from. Should i be worried?",general_srh,6,healthcaremagic
"I found a lump in my scrotum. It is not on the testicle, it feels like it is on the vas deferens. It is only on the right side and about the size of a large raisin. The left side has a very small lump, much smaller than a raisin. I had a vasectomy last December. Are these lumps likely from the vasectomy?",contraception,0,healthcaremagic
Hello doctor....I am undergoing follicular study presently...today was my second sitting....the results of first sitting are....on 8th day of cycle.... Right ovary 19 * 14 mm 13 * 10 mm Left ovary 12 * 10 mm Thickness 3.8 Type 2 Second sitting....on 10th day Right ovary 25* 18 mm 16*15 mm .....RI 0.65 Left ovary 15* 14 mm Thickness 4 Type 2,general_srh,6,healthcaremagic
Contraceptive LNG-IUD (levonorgesterol intra-uterine device) has the cumulative pregnancy rate at 5 yrs of:,contraception,0,medmcqa
A female patient with a mechanical heart valve who is taking warfarin informs you that she hopes to get pregnant in the near future. What advice do you give her regarding her antithrombotic medication during the anticipated pregnancy?,pregnancy,2,medmcqa
"hello there.. i have been using ornidazol tablets for a dental infection for 3 days now. i d like to ask you, does ornidazol causes abnormal vaginal bleeding? (its not my period but ive seen brown spots in the toilette and also on my lingerie yesterday and today)",puberty,3,healthcaremagic
hi doctor >>> before 2months my fetus died i suffer from missed abortion when i made the test i found cmv and rubella virus the 2 viruses are igg.........the doctor gave me acyclovir and after month made the second test but the virus is still found........what i do.....continue in treatment?????the age 26,pregnancy,2,healthcaremagic
"HIV pt with malabsorption, fever, chronic diarrhea, with an acid-fast positive organism. What is the causative agent?",sti_hiv,1,medmcqa
